ID,Odds,Bet,Result,Profit
1191,11,"$1,000.00",Lose,$0.00
1192,10,"$1,000.00",Lose,$0.00
1193,13,"$1,000.00",Lose,$0.00
1194,7,"$1,000.00",Lose,$0.00
1195,15,"$1,000.00",Lose,$0.00
1196,21,"$1,000.00",Lose,$0.00
1197,8.5,"$1,000.00",Win,"$7,500.00"
1198,29,"$1,000.00",Lose,$0.00
1199,13,"$1,000.00",Lose,$0.00
1200,13,"$1,000.00",Lose,$0.00
1201,10,"$1,000.00",Win,"$9,000.00"
1202,11,"$1,000.00",Lose,$0.00
1203,21,"$1,000.00",Lose,$0.00
1204,17,"$1,000.00",Lose,$0.00
1205,17,"$1,000.00",Lose,$0.00
1206,15,"$1,000.00",Lose,$0.00
1207,11,"$1,000.00",Win,"$10,000.00"
1208,5,"$1,000.00",Lose,$0.00
1209,8,"$1,000.00",Lose,$0.00
1210,4.5,"$1,000.00",Win,"$3,500.00"
1211,26,"$1,000.00",Lose,$0.00
1212,34,"$1,000.00",Lose,$0.00
1213,11,"$1,000.00",Win,"$10,000.00"
1214,12,"$1,000.00",Lose,$0.00
1215,11,"$1,000.00",Lose,$0.00
1216,17,"$1,000.00",Lose,$0.00
1217,13,"$1,000.00",Lose,$0.00
1218,10,"$1,000.00",Lose,$0.00
1219,10,"$1,000.00",Lose,$0.00
1220,5,"$1,000.00",Lose,$0.00
1221,13,"$1,000.00",Lose,$0.00
1222,15,"$1,000.00",Lose,$0.00
1223,4.33,"$1,000.00",Win,"$3,330.00"
1224,9,"$1,000.00",Win,"$8,000.00"
1225,7,"$1,000.00",Lose,$0.00
1226,13,"$1,000.00",Lose,$0.00
1227,12,"$1,000.00",Lose,$0.00
1228,13,"$1,000.00",Lose,$0.00
1229,17,"$1,000.00",Lose,$0.00
1230,8,"$1,000.00",Lose,$0.00
1231,17,"$1,000.00",Lose,$0.00
1232,5.5,"$1,000.00",Lose,$0.00
1233,11,"$1,000.00",Win,"$10,000.00"
1234,12,"$1,000.00",Lose,$0.00
1235,10,"$1,000.00",Lose,$0.00
1236,7.5,"$1,000.00",Lose,$0.00
1237,6.5,"$1,000.00",Lose,$0.00
1238,9,"$1,000.00",Lose,$0.00
1239,26,"$1,000.00",Lose,$0.00
1240,12,"$1,000.00",Lose,$0.00
1241,11,"$1,000.00",Lose,$0.00
1242,7.5,"$1,000.00",Win,"$6,500.00"
1243,7,"$1,000.00",Lose,$0.00
1244,12,"$1,000.00",Lose,$0.00
1245,10,"$1,000.00",Lose,$0.00
1246,12,"$1,000.00",Lose,$0.00
1247,11,"$1,000.00",Lose,$0.00
1248,8,"$1,000.00",Lose,$0.00
1249,10,"$1,000.00",Lose,$0.00
1250,8,"$1,000.00",Lose,$0.00
1251,9,"$1,000.00",Lose,$0.00
1252,10,"$1,000.00",Lose,$0.00
1253,13,"$1,000.00",Lose,$0.00
1254,6,"$1,000.00",Lose,$0.00
1255,7.5,"$1,000.00",Lose,$0.00
1256,17,"$1,000.00",Lose,$0.00
1257,13,"$1,000.00",Lose,$0.00
1258,15,"$1,000.00",Lose,$0.00
1259,11,"$1,000.00",Lose,$0.00
1260,15,"$1,000.00",Lose,$0.00
1261,13,"$1,000.00",Lose,$0.00
1262,8,"$1,000.00",Lose,$0.00
1263,5,"$1,000.00",Lose,$0.00
1264,21,"$1,000.00",Lose,$0.00
1265,15,"$1,000.00",Lose,$0.00
1266,9,"$1,000.00",Lose,$0.00
1267,21,"$1,000.00",Lose,$0.00
1268,21,"$1,000.00",Lose,$0.00
1269,11,"$1,000.00",Lose,$0.00
1270,15,"$1,000.00",Lose,$0.00
1271,11,"$1,000.00",Lose,$0.00
1272,9,"$1,000.00",Lose,$0.00
1273,17,"$1,000.00",Lose,$0.00
1274,19,"$1,000.00",Lose,$0.00
1275,12,"$1,000.00",Lose,$0.00
1276,7.5,"$1,000.00",Lose,$0.00
1277,7,"$1,000.00",Lose,$0.00
1278,13,"$1,000.00",Lose,$0.00
1279,10,"$1,000.00",Win,"$9,000.00"
1280,7.5,"$1,000.00",Lose,$0.00
1281,12,"$1,000.00",Lose,$0.00
1282,9,"$1,000.00",Lose,$0.00
1283,9,"$1,000.00",Lose,$0.00
1284,10,"$1,000.00",Lose,$0.00
1285,13,"$1,000.00",Lose,$0.00
1286,13,"$1,000.00",Win,"$12,000.00"
1287,17,"$1,000.00",Lose,$0.00
1288,13,"$1,000.00",Lose,$0.00
1289,13,"$1,000.00",Lose,$0.00
1290,41,"$1,000.00",Lose,$0.00
1291,9,"$1,000.00",Lose,$0.00
1292,9,"$1,000.00",Lose,$0.00
1293,11,"$1,000.00",Lose,$0.00
1294,9,"$1,000.00",Lose,$0.00
1295,10,"$1,000.00",Lose,$0.00
1296,5,"$1,000.00",Lose,$0.00
1297,5.5,"$1,000.00",Lose,$0.00
1298,3.75,"$1,000.00",Lose,$0.00
1299,9,"$1,000.00",Lose,$0.00
1300,11,"$1,000.00",Lose,$0.00
1301,15,"$1,000.00",Lose,$0.00
1302,3.75,"$1,000.00",Win,"$2,750.00"
1303,11,"$1,000.00",Lose,$0.00
1304,13,"$1,000.00",Lose,$0.00
1305,6.5,"$1,000.00",Lose,$0.00
1306,13,"$1,000.00",Lose,$0.00
1307,15,"$1,000.00",Lose,$0.00
1308,5,"$1,000.00",Win,"$4,000.00"
1309,8,"$1,000.00",Lose,$0.00
1310,13,"$1,000.00",Lose,$0.00
1311,10,"$1,000.00",Lose,$0.00
1312,6.5,"$1,000.00",Win,"$5,500.00"
1313,9,"$1,000.00",Lose,$0.00
1314,9,"$1,000.00",Lose,$0.00
1315,11,"$1,000.00",Lose,$0.00
1316,7.5,"$1,000.00",Lose,$0.00
1317,15,"$1,000.00",Lose,$0.00
1318,8,"$1,000.00",Lose,$0.00
1319,8.5,"$1,000.00",Lose,$0.00
1320,10,"$1,000.00",Lose,$0.00
1321,10,"$1,000.00",Lose,$0.00
1322,13,"$1,000.00",Lose,$0.00
1323,5.5,"$1,000.00",Lose,$0.00
1324,10,"$1,000.00",Lose,$0.00
1325,21,"$1,000.00",Lose,$0.00
1326,8,"$1,000.00",Lose,$0.00
1327,13,"$1,000.00",Lose,$0.00
1328,13,"$1,000.00",Win,"$12,000.00"
1329,11,"$1,000.00",Lose,$0.00
1330,13,"$1,000.00",Lose,$0.00
1331,9,"$1,000.00",Lose,$0.00
1332,9,"$1,000.00",Lose,$0.00
1,11,"$1,000.00",Win,"$10,000.00"
2,13,"$1,000.00",Win,"$12,000.00"
3,10,"$1,000.00",Lose,$0.00
4,7.5,"$1,000.00",Lose,$0.00
5,17,"$1,000.00",Lose,$0.00
6,6.5,"$1,000.00",Lose,$0.00
7,8,"$1,000.00",Lose,$0.00
8,8,"$1,000.00",Win,"$7,000.00"
9,34,"$1,000.00",Lose,$0.00
10,11,"$1,000.00",Win,"$10,000.00"
11,9,"$1,000.00",Lose,$0.00
12,34,"$1,000.00",Lose,$0.00
13,4,"$1,000.00",Lose,$0.00
14,17,"$1,000.00",Lose,$0.00
15,3.25,"$1,000.00",Lose,$0.00
16,34,"$1,000.00",Lose,$0.00
17,12,"$1,000.00",Win,"$11,000.00"
18,12,"$1,000.00",Lose,$0.00
19,26,"$1,000.00",Lose,$0.00
20,12,"$1,000.00",Lose,$0.00
21,15,"$1,000.00",Lose,$0.00
22,4.5,"$1,000.00",Lose,$0.00
23,10,"$1,000.00",Lose,$0.00
24,15,"$1,000.00",Lose,$0.00
25,17,"$1,000.00",Lose,$0.00
26,4.5,"$1,000.00",Lose,$0.00
27,8,"$1,000.00",Lose,$0.00
28,8,"$1,000.00",Win,"$7,000.00"
29,7,"$1,000.00",Win,"$6,000.00"
30,5,"$1,000.00",Lose,$0.00
31,17,"$1,000.00",Lose,$0.00
32,8,"$1,000.00",Lose,$0.00
33,13,"$1,000.00",Lose,$0.00
34,15,"$1,000.00",Win,"$14,000.00"
35,6.5,"$1,000.00",Lose,$0.00
36,4,"$1,000.00",Lose,$0.00
37,6.5,"$1,000.00",Lose,$0.00
38,9,"$1,000.00",Lose,$0.00
39,7,"$1,000.00",Lose,$0.00
40,21,"$1,000.00",Win,"$20,000.00"
41,4.5,"$1,000.00",Lose,$0.00
42,4,"$1,000.00",Lose,$0.00
43,13,"$1,000.00",Lose,$0.00
44,6,"$1,000.00",Lose,$0.00
45,7,"$1,000.00",Lose,$0.00
46,2.75,"$1,000.00",Win,"$1,750.00"
47,9.5,"$1,000.00",Win,"$8,500.00"
48,15,"$1,000.00",Lose,$0.00
49,15,"$1,000.00",Lose,$0.00
50,11,"$1,000.00",Lose,$0.00
51,2.87,"$1,000.00",Lose,$0.00
52,26,"$1,000.00",Lose,$0.00
53,26,"$1,000.00",Lose,$0.00
54,11,"$1,000.00",Lose,$0.00
55,12,"$1,000.00",Lose,$0.00
56,21,"$1,000.00",Win,"$20,000.00"
57,6,"$1,000.00",Lose,$0.00
58,41,"$1,000.00",Lose,$0.00
59,10,"$1,000.00",Lose,$0.00
60,7,"$1,000.00",Lose,$0.00
61,9,"$1,000.00",Lose,$0.00
62,5,"$1,000.00",Lose,$0.00
63,17,"$1,000.00",Lose,$0.00
64,67,"$1,000.00",Lose,$0.00
65,41,"$1,000.00",Lose,$0.00
66,11,"$1,000.00",Lose,$0.00
67,34,"$1,000.00",Lose,$0.00
68,9,"$1,000.00",Lose,$0.00
69,9,"$1,000.00",Lose,$0.00
70,26,"$1,000.00",Lose,$0.00
71,12,"$1,000.00",Win,"$11,000.00"
72,17,"$1,000.00",Lose,$0.00
73,11,"$1,000.00",Win,"$10,000.00"
74,11,"$1,000.00",Lose,$0.00
75,13,"$1,000.00",Lose,$0.00
76,9,"$1,000.00",Lose,$0.00
77,21,"$1,000.00",Lose,$0.00
78,21,"$1,000.00",Lose,$0.00
79,8,"$1,000.00",Win,"$7,000.00"
80,26,"$1,000.00",Lose,$0.00
81,15,"$1,000.00",Lose,$0.00
82,17,"$1,000.00",Lose,$0.00
83,3.75,"$1,000.00",Win,"$2,750.00"
84,3,"$1,000.00",Lose,$0.00
85,15,"$1,000.00",Lose,$0.00
86,29,"$1,000.00",Lose,$0.00
87,6,"$1,000.00",Lose,$0.00
88,19,"$1,000.00",Lose,$0.00
89,17,"$1,000.00",Lose,$0.00
90,13,"$1,000.00",Lose,$0.00
91,17,"$1,000.00",Lose,$0.00
92,8,"$1,000.00",Lose,$0.00
93,15,"$1,000.00",Lose,$0.00
94,11,"$1,000.00",Lose,$0.00
95,11,"$1,000.00",Lose,$0.00
96,11,"$1,000.00",Win,"$10,000.00"
97,9,"$1,000.00",Lose,$0.00
98,6,"$1,000.00",Lose,$0.00
99,9,"$1,000.00",Win,"$8,000.00"
100,5.5,"$1,000.00",Lose,$0.00
101,7.5,"$1,000.00",Lose,$0.00
102,11,"$1,000.00",Win,"$10,000.00"
103,7.5,"$1,000.00",Lose,$0.00
104,13,"$1,000.00",Lose,$0.00
105,6,"$1,000.00",Lose,$0.00
106,26,"$1,000.00",Lose,$0.00
107,5,"$1,000.00",Win,"$4,000.00"
108,5.5,"$1,000.00",Lose,$0.00
109,29,"$1,000.00",Lose,$0.00
110,6.5,"$1,000.00",Lose,$0.00
111,8,"$1,000.00",Lose,$0.00
112,8.5,"$1,000.00",Lose,$0.00
113,9,"$1,000.00",Lose,$0.00
114,34,"$1,000.00",Lose,$0.00
115,9,"$1,000.00",Lose,$0.00
116,7.5,"$1,000.00",Lose,$0.00
117,13,"$1,000.00",Lose,$0.00
118,9,"$1,000.00",Lose,$0.00
119,8,"$1,000.00",Lose,$0.00
120,4,"$1,000.00",Win,"$3,000.00"
121,13,"$1,000.00",Lose,$0.00
122,15,"$1,000.00",Lose,$0.00
123,11,"$1,000.00",Lose,$0.00
124,6,"$1,000.00",Lose,$0.00
125,33,"$1,000.00",Lose,$0.00
126,26,"$1,000.00",Win,"$25,000.00"
127,15,"$1,000.00",Lose,$0.00
128,17,"$1,000.00",Lose,$0.00
129,26,"$1,000.00",Lose,$0.00
130,10,"$1,000.00",Lose,$0.00
131,13,"$1,000.00",Lose,$0.00
132,8,"$1,000.00",Lose,$0.00
133,17,"$1,000.00",Win,"$16,000.00"
134,6,"$1,000.00",Lose,$0.00
135,12,"$1,000.00",Lose,$0.00
136,34,"$1,000.00",Lose,$0.00
137,26,"$1,000.00",Lose,$0.00
138,4.5,"$1,000.00",Lose,$0.00
139,5.5,"$1,000.00",Lose,$0.00
140,13,"$1,000.00",Win,"$12,000.00"
141,34,"$1,000.00",Lose,$0.00
142,2.75,"$1,000.00",Win,"$1,750.00"
143,13,"$1,000.00",Lose,$0.00
144,4.5,"$1,000.00",Lose,$0.00
145,34,"$1,000.00",Lose,$0.00
146,6.5,"$1,000.00",Lose,$0.00
147,26,"$1,000.00",Win,"$25,000.00"
148,34,"$1,000.00",Lose,$0.00
149,8,"$1,000.00",Lose,$0.00
150,23,"$1,000.00",Lose,$0.00
151,15,"$1,000.00",Lose,$0.00
152,8.5,"$1,000.00",Lose,$0.00
153,21,"$1,000.00",Lose,$0.00
154,13,"$1,000.00",Lose,$0.00
155,5.5,"$1,000.00",Lose,$0.00
156,7.5,"$1,000.00",Lose,$0.00
157,13,"$1,000.00",Lose,$0.00
158,5,"$1,000.00",Lose,$0.00
159,11,"$1,000.00",Lose,$0.00
160,12,"$1,000.00",Lose,$0.00
161,34,"$1,000.00",Lose,$0.00
162,19,"$1,000.00",Lose,$0.00
163,5.5,"$1,000.00",Win,"$4,500.00"
164,23,"$1,000.00",Lose,$0.00
165,13,"$1,000.00",Lose,$0.00
166,8,"$1,000.00",Lose,$0.00
167,7,"$1,000.00",Lose,$0.00
168,34,"$1,000.00",Lose,$0.00
169,26,"$1,000.00",Lose,$0.00
170,29,"$1,000.00",Lose,$0.00
171,5,"$1,000.00",Lose,$0.00
172,11,"$1,000.00",Lose,$0.00
173,17,"$1,000.00",Lose,$0.00
174,17,"$1,000.00",Lose,$0.00
175,2.25,"$1,000.00",Win,"$1,250.00"
176,9,"$1,000.00",Lose,$0.00
177,13,"$1,000.00",Lose,$0.00
178,6,"$1,000.00",Win,"$5,000.00"
179,15,"$1,000.00",Lose,$0.00
180,8,"$1,000.00",Win,"$7,000.00"
181,9,"$1,000.00",Lose,$0.00
182,26,"$1,000.00",Win,"$25,000.00"
183,21,"$1,000.00",Lose,$0.00
184,2.25,"$1,000.00",Win,"$1,250.00"
185,9,"$1,000.00",Lose,$0.00
186,13,"$1,000.00",Lose,$0.00
187,15,"$1,000.00",Lose,$0.00
188,13,"$1,000.00",Lose,$0.00
189,10,"$1,000.00",Lose,$0.00
190,9,"$1,000.00",Lose,$0.00
191,5,"$1,000.00",Lose,$0.00
192,5,"$1,000.00",Win,"$4,000.00"
193,10,"$1,000.00",Lose,$0.00
194,21,"$1,000.00",Lose,$0.00
195,26,"$1,000.00",Lose,$0.00
196,10,"$1,000.00",Lose,$0.00
197,2.75,"$1,000.00",Lose,$0.00
198,11,"$1,000.00",Lose,$0.00
199,26,"$1,000.00",Lose,$0.00
200,8,"$1,000.00",Lose,$0.00
201,17,"$1,000.00",Lose,$0.00
202,3.75,"$1,000.00",Lose,$0.00
203,15,"$1,000.00",Lose,$0.00
204,2.75,"$1,000.00",Lose,$0.00
205,15,"$1,000.00",Win,"$14,000.00"
206,15,"$1,000.00",Lose,$0.00
207,17,"$1,000.00",Lose,$0.00
208,34,"$1,000.00",Lose,$0.00
209,17,"$1,000.00",Lose,$0.00
210,12,"$1,000.00",Lose,$0.00
211,11,"$1,000.00",Lose,$0.00
212,3.75,"$1,000.00",Win,"$2,750.00"
213,8,"$1,000.00",Lose,$0.00
214,13,"$1,000.00",Win,"$12,000.00"
215,51,"$1,000.00",Lose,$0.00
216,2.87,"$1,000.00",Lose,$0.00
217,9,"$1,000.00",Win,"$8,000.00"
218,3.25,"$1,000.00",Lose,$0.00
219,7,"$1,000.00",Lose,$0.00
220,21,"$1,000.00",Lose,$0.00
221,12,"$1,000.00",Lose,$0.00
222,8,"$1,000.00",Win,"$7,000.00"
223,13,"$1,000.00",Win,"$12,000.00"
224,4.33,"$1,000.00",Lose,$0.00
225,7.5,"$1,000.00",Win,"$6,500.00"
226,17,"$1,000.00",Lose,$0.00
227,7.5,"$1,000.00",Lose,$0.00
228,12,"$1,000.00",Lose,$0.00
229,8,"$1,000.00",Win,"$7,000.00"
230,5.5,"$1,000.00",Lose,$0.00
231,11,"$1,000.00",Lose,$0.00
232,17,"$1,000.00",Lose,$0.00
233,10,"$1,000.00",Lose,$0.00
234,17,"$1,000.00",Win,"$16,000.00"
235,5.5,"$1,000.00",Win,"$4,500.00"
236,8.5,"$1,000.00",Lose,$0.00
237,1.8,"$1,000.00",Win,$800.00
238,21,"$1,000.00",Win,"$20,000.00"
239,5.5,"$1,000.00",Win,"$4,500.00"
240,11,"$1,000.00",Lose,$0.00
241,5.5,"$1,000.00",Win,"$4,500.00"
242,3,"$1,000.00",Lose,$0.00
243,11,"$1,000.00",Lose,$0.00
244,13,"$1,000.00",Win,"$12,000.00"
245,9,"$1,000.00",Win,"$8,000.00"
246,8,"$1,000.00",Lose,$0.00
247,9,"$1,000.00",Lose,$0.00
248,11,"$1,000.00",Lose,$0.00
249,15,"$1,000.00",Lose,$0.00
250,11,"$1,000.00",Win,"$10,000.00"
251,26,"$1,000.00",Win,"$25,000.00"
252,15,"$1,000.00",Win,"$14,000.00"
253,9.5,"$1,000.00",Win,"$8,500.00"
254,2.88,"$1,000.00",Win,"$1,880.00"
255,5,"$1,000.00",Lose,$0.00
256,26,"$1,000.00",Lose,$0.00
257,8,"$1,000.00",Lose,$0.00
258,26,"$1,000.00",Lose,$0.00
259,10,"$1,000.00",Win,"$9,000.00"
260,9,"$1,000.00",Lose,$0.00
261,11,"$1,000.00",Win,"$10,000.00"
262,17,"$1,000.00",Lose,$0.00
263,8,"$1,000.00",Lose,$0.00
264,15,"$1,000.00",Lose,$0.00
265,10,"$1,000.00",Lose,$0.00
266,21,"$1,000.00",Lose,$0.00
267,4,"$1,000.00",Win,"$3,000.00"
268,26,"$1,000.00",Win,"$25,000.00"
269,21,"$1,000.00",Win,"$20,000.00"
270,8,"$1,000.00",Lose,$0.00
271,21,"$1,000.00",Lose,$0.00
272,2.1,"$1,000.00",Lose,$0.00
273,21,"$1,000.00",Lose,$0.00
274,2.75,"$1,000.00",Lose,$0.00
275,3,"$1,000.00",Lose,$0.00
276,15,"$1,000.00",Lose,$0.00
277,15,"$1,000.00",Lose,$0.00
278,7.5,"$1,000.00",Lose,$0.00
279,6,"$1,000.00",Win,"$5,000.00"
280,9,"$1,000.00",Lose,$0.00
281,6,"$1,000.00",Win,"$5,000.00"
282,2.1,"$1,000.00",Lose,$0.00
283,21,"$1,000.00",Win,"$20,000.00"
284,11,"$1,000.00",Win,"$10,000.00"
285,10,"$1,000.00",Lose,$0.00
286,6,"$1,000.00",Lose,$0.00
287,21,"$1,000.00",Lose,$0.00
288,7,"$1,000.00",Lose,$0.00
289,8,"$1,000.00",Win,"$7,000.00"
290,9,"$1,000.00",Lose,$0.00
291,5.5,"$1,000.00",Lose,$0.00
292,10,"$1,000.00",Lose,$0.00
293,8,"$1,000.00",Lose,$0.00
294,10,"$1,000.00",Lose,$0.00
295,9,"$1,000.00",Win,"$8,000.00"
296,12,"$1,000.00",Lose,$0.00
297,6,"$1,000.00",Lose,$0.00
298,15,"$1,000.00",Lose,$0.00
299,17,"$1,000.00",Lose,$0.00
300,6,"$1,000.00",Lose,$0.00
301,2.2,"$1,000.00",Win,"$1,200.00"
302,19,"$1,000.00",Lose,$0.00
303,34,"$1,000.00",Lose,$0.00
304,34,"$1,000.00",Lose,$0.00
305,21,"$1,000.00",Lose,$0.00
306,21,"$1,000.00",Lose,$0.00
307,8.5,"$1,000.00",Lose,$0.00
308,17,"$1,000.00",Lose,$0.00
309,11,"$1,000.00",Lose,$0.00
310,13,"$1,000.00",Lose,$0.00
311,6.5,"$1,000.00",Lose,$0.00
312,6,"$1,000.00",Lose,$0.00
313,8,"$1,000.00",Lose,$0.00
314,17,"$1,000.00",Lose,$0.00
315,11,"$1,000.00",Lose,$0.00
316,15,"$1,000.00",Lose,$0.00
317,21,"$1,000.00",Lose,$0.00
318,26,"$1,000.00",Lose,$0.00
319,9,"$1,000.00",Lose,$0.00
320,8.5,"$1,000.00",Lose,$0.00
321,13,"$1,000.00",Lose,$0.00
322,10,"$1,000.00",Win,"$9,000.00"
323,1.66,"$1,000.00",Win,$660.00
324,3.5,"$1,000.00",Lose,$0.00
325,9,"$1,000.00",Lose,$0.00
326,2.2,"$1,000.00",Lose,$0.00
327,9,"$1,000.00",Lose,$0.00
328,9,"$1,000.00",Lose,$0.00
329,13,"$1,000.00",Lose,$0.00
330,13,"$1,000.00",Lose,$0.00
331,15,"$1,000.00",Win,"$14,000.00"
332,9,"$1,000.00",Lose,$0.00
333,11,"$1,000.00",Win,"$10,000.00"
334,12,"$1,000.00",Win,"$11,000.00"
335,21,"$1,000.00",Lose,$0.00
336,7.5,"$1,000.00",Lose,$0.00
337,7.5,"$1,000.00",Lose,$0.00
338,15,"$1,000.00",Lose,$0.00
339,34,"$1,000.00",Lose,$0.00
340,15,"$1,000.00",Lose,$0.00
341,7,"$1,000.00",Win,"$6,000.00"
342,2.5,"$1,000.00",Lose,$0.00
343,13,"$1,000.00",Lose,$0.00
344,11,"$1,000.00",Lose,$0.00
345,26,"$1,000.00",Lose,$0.00
346,17,"$1,000.00",Lose,$0.00
347,6,"$1,000.00",Lose,$0.00
348,13,"$1,000.00",Lose,$0.00
349,17,"$1,000.00",Lose,$0.00
350,3.25,"$1,000.00",Lose,$0.00
351,10,"$1,000.00",Win,"$9,000.00"
352,10,"$1,000.00",Lose,$0.00
353,11,"$1,000.00",Lose,$0.00
354,5.5,"$1,000.00",Lose,$0.00
355,15,"$1,000.00",Lose,$0.00
356,9,"$1,000.00",Win,"$8,000.00"
357,9,"$1,000.00",Win,"$8,000.00"
358,17,"$1,000.00",Lose,$0.00
359,7,"$1,000.00",Lose,$0.00
360,8.5,"$1,000.00",Lose,$0.00
361,21,"$1,000.00",Lose,$0.00
362,9,"$1,000.00",Lose,$0.00
363,17,"$1,000.00",Lose,$0.00
364,7,"$1,000.00",Lose,$0.00
365,10,"$1,000.00",Lose,$0.00
366,11,"$1,000.00",Win,"$10,000.00"
367,13,"$1,000.00",Lose,$0.00
368,8,"$1,000.00",Lose,$0.00
369,11,"$1,000.00",Lose,$0.00
370,23,"$1,000.00",Lose,$0.00
371,51,"$1,000.00",Lose,$0.00
372,41,"$1,000.00",Lose,$0.00
373,34,"$1,000.00",Lose,$0.00
374,19,"$1,000.00",Lose,$0.00
375,17,"$1,000.00",Lose,$0.00
376,11,"$1,000.00",Lose,$0.00
377,11,"$1,000.00",Lose,$0.00
378,29,"$1,000.00",Lose,$0.00
379,15,"$1,000.00",Lose,$0.00
380,7,"$1,000.00",Lose,$0.00
381,17,"$1,000.00",Lose,$0.00
382,26,"$1,000.00",Lose,$0.00
383,5,"$1,000.00",Lose,$0.00
1,21,"$1,000.00",Win,"$20,000.00"
2,33,"$1,000.00",Lose,$0.00
3,6.5,"$1,000.00",Lose,$0.00
4,7,"$1,000.00",Lose,$0.00
5,25,"$1,000.00",Lose,$0.00
6,17,"$1,000.00",Lose,$0.00
7,4.5,"$1,000.00",Lose,$0.00
8,2.75,"$1,000.00",Win,"$1,750.00"
9,33,"$1,000.00",Lose,$0.00
10,14,"$1,000.00",Lose,$0.00
11,20,"$1,000.00",Lose,$0.00
12,20,"$1,000.00",Lose,$0.00
13,11,"$1,000.00",Lose,$0.00
14,10,"$1,000.00",Win,"$9,000.00"
15,5,"$1,000.00",Win,"$4,000.00"
16,3.3,"$1,000.00",Lose,$0.00
17,14,"$1,000.00",Lose,$0.00
18,47,"$1,000.00",Lose,$0.00
19,7,"$1,000.00",Lose,$0.00
20,10,"$1,000.00",Lose,$0.00
21,28,"$1,000.00",Lose,$0.00
22,4.1,"$1,000.00",Lose,$0.00
23,4.2,"$1,000.00",Lose,$0.00
24,8.8,"$1,000.00",Lose,$0.00
25,8,"$1,000.00",Lose,$0.00
26,20,"$1,000.00",Lose,$0.00
27,4.5,"$1,000.00",Lose,$0.00
28,14,"$1,000.00",Lose,$0.00
29,4.5,"$1,000.00",Lose,$0.00
30,37,"$1,000.00",Lose,$0.00
31,10,"$1,000.00",Lose,$0.00
32,4.5,"$1,000.00",Lose,$0.00
33,6,"$1,000.00",Lose,$0.00
34,20,"$1,000.00",Lose,$0.00
35,12,"$1,000.00",Win,"$11,000.00"
36,20,"$1,000.00",Lose,$0.00
37,25,"$1,000.00",Lose,$0.00
38,12,"$1,000.00",Lose,$0.00
39,25,"$1,000.00",Lose,$0.00
40,7,"$1,000.00",Lose,$0.00
41,4.5,"$1,000.00",Lose,$0.00
42,7.5,"$1,000.00",Lose,$0.00
43,33,"$1,000.00",Lose,$0.00
44,25,"$1,000.00",Lose,$0.00
45,9,"$1,000.00",Lose,$0.00
46,18,"$1,000.00",Lose,$0.00
47,4.3,"$1,000.00",Lose,$0.00
48,9,"$1,000.00",Win,"$8,000.00"
49,12,"$1,000.00",Lose,$0.00
50,50,"$1,000.00",Lose,$0.00
51,33,"$1,000.00",Lose,$0.00
52,6.5,"$1,000.00",Lose,$0.00
53,5.6,"$1,000.00",Lose,$0.00
54,15.5,"$1,000.00",Lose,$0.00
55,12,"$1,000.00",Lose,$0.00
56,4.2,"$1,000.00",Lose,$0.00
57,5.8,"$1,000.00",Lose,$0.00
58,8.2,"$1,000.00",Lose,$0.00
59,5.2,"$1,000.00",Win,"$4,200.00"
60,8,"$1,000.00",Lose,$0.00
61,16.5,"$1,000.00",Lose,$0.00
62,5,"$1,000.00",Win,"$4,000.00"
63,66,"$1,000.00",Lose,$0.00
64,6.2,"$1,000.00",Lose,$0.00
65,14,"$1,000.00",Lose,$0.00
66,11,"$1,000.00",Lose,$0.00
67,12,"$1,000.00",Lose,$0.00
68,35,"$1,000.00",Lose,$0.00
69,6,"$1,000.00",Win,"$5,000.00"
70,46,"$1,000.00",Lose,$0.00
71,18,"$1,000.00",Lose,$0.00
72,12,"$1,000.00",Lose,$0.00
73,16,"$1,000.00",Lose,$0.00
74,17.5,"$1,000.00",Lose,$0.00
75,12,"$1,000.00",Lose,$0.00
76,7.5,"$1,000.00",Lose,$0.00
77,6.6,"$1,000.00",Win,"$5,600.00"
78,13,"$1,000.00",Lose,$0.00
79,9,"$1,000.00",Lose,$0.00
80,8.2,"$1,000.00",Lose,$0.00
81,8,"$1,000.00",Lose,$0.00
82,9,"$1,000.00",Lose,$0.00
83,5.6,"$1,000.00",Win,"$4,600.00"
84,5.6,"$1,000.00",Lose,$0.00
85,11,"$1,000.00",Lose,$0.00
86,9,"$1,000.00",Lose,$0.00
87,10,"$1,000.00",Lose,$0.00
88,11.5,"$1,000.00",Lose,$0.00
89,6.4,"$1,000.00",Lose,$0.00
90,10,"$1,000.00",Lose,$0.00
91,7.5,"$1,000.00",Lose,$0.00
92,20,"$1,000.00",Lose,$0.00
93,5.5,"$1,000.00",Lose,$0.00
94,14,"$1,000.00",Lose,$0.00
95,14,"$1,000.00",Lose,$0.00
96,9.5,"$1,000.00",Lose,$0.00
97,4.2,"$1,000.00",Win,"$3,200.00"
98,14,"$1,000.00",Lose,$0.00
99,19,"$1,000.00",Lose,$0.00
100,18,"$1,000.00",Lose,$0.00
101,7.8,"$1,000.00",Lose,$0.00
102,15,"$1,000.00",Lose,$0.00
103,3.9,"$1,000.00",Lose,$0.00
104,12,"$1,000.00",Lose,$0.00
105,20,"$1,000.00",Lose,$0.00
106,6.4,"$1,000.00",Win,"$5,400.00"
107,14.5,"$1,000.00",Lose,$0.00
108,6,"$1,000.00",Lose,$0.00
